station_name,year,month,flood
0,-2.063156199199793,-1.5932550136313832,
0,-2.063156199199793,-1.3035722838802226,
0,-2.063156199199793,-1.013889554129062,
0,-2.063156199199793,-0.7242068243779014,
0,-2.063156199199793,-0.43452409462674085,
0,-2.063156199199793,-0.14484136487558028,1.0
0,-2.063156199199793,0.14484136487558028,1.0
0,-2.063156199199793,0.43452409462674085,1.0
0,-2.063156199199793,0.7242068243779014,
0,-2.063156199199793,1.013889554129062,
0,-2.063156199199793,1.3035722838802226,
0,-2.063156199199793,1.5932550136313832,
0,-2.0063714750264534,-1.5932550136313832,
0,-2.0063714750264534,-1.3035722838802226,
0,-2.0063714750264534,-1.013889554129062,
0,-2.0063714750264534,-0.7242068243779014,
0,-2.0063714750264534,-0.43452409462674085,1.0
0,-2.0063714750264534,-0.14484136487558028,1.0
0,-2.0063714750264534,0.14484136487558028,1.0
0,-2.0063714750264534,0.43452409462674085,1.0
0,-2.0063714750264534,0.7242068243779014,
0,-2.0063714750264534,1.013889554129062,1.0
0,-2.0063714750264534,1.3035722838802226,
0,-2.0063714750264534,1.5932550136313832,
0,-1.9495867508531144,-1.5932550136313832,
0,-1.9495867508531144,-1.3035722838802226,
0,-1.9495867508531144,-1.013889554129062,
0,-1.9495867508531144,-0.7242068243779014,
0,-1.9495867508531144,-0.43452409462674085,
0,-1.9495867508531144,-0.14484136487558028,1.0
0,-1.9495867508531144,0.14484136487558028,1.0
0,-1.9495867508531144,0.43452409462674085,
0,-1.9495867508531144,0.7242068243779014,
0,-1.9495867508531144,1.013889554129062,1.0
0,-1.9495867508531144,1.3035722838802226,
0,-1.9495867508531144,1.5932550136313832,
0,-1.8928020266797752,-1.5932550136313832,
0,-1.8928020266797752,-1.3035722838802226,
0,-1.8928020266797752,-1.013889554129062,
0,-1.8928020266797752,-0.7242068243779014,
0,-1.8928020266797752,-0.43452409462674085,
0,-1.8928020266797752,-0.14484136487558028,1.0
0,-1.8928020266797752,0.14484136487558028,1.0
0,-1.8928020266797752,0.43452409462674085,1.0
0,-1.8928020266797752,0.7242068243779014,
0,-1.8928020266797752,1.013889554129062,
0,-1.8928020266797752,1.3035722838802226,
0,-1.8928020266797752,1.5932550136313832,
0,-1.836017302506436,-1.5932550136313832,
0,-1.836017302506436,-1.3035722838802226,
0,-1.836017302506436,-1.013889554129062,
0,-1.836017302506436,-0.7242068243779014,
0,-1.836017302506436,-0.43452409462674085,1.0
0,-1.836017302506436,-0.14484136487558028,1.0
0,-1.836017302506436,0.14484136487558028,1.0
0,-1.836017302506436,0.43452409462674085,
0,-1.836017302506436,0.7242068243779014,
0,-1.836017302506436,1.013889554129062,
0,-1.836017302506436,1.3035722838802226,
0,-1.836017302506436,1.5932550136313832,
0,-1.7792325783330967,-1.5932550136313832,
0,-1.7792325783330967,-1.3035722838802226,
0,-1.7792325783330967,-1.013889554129062,
0,-1.7792325783330967,-0.7242068243779014,
0,-1.7792325783330967,-0.43452409462674085,
0,-1.7792325783330967,-0.14484136487558028,1.0
0,-1.7792325783330967,0.14484136487558028,
0,-1.7792325783330967,0.43452409462674085,
0,-1.7792325783330967,0.7242068243779014,
0,-1.7792325783330967,1.013889554129062,
0,-1.7792325783330967,1.3035722838802226,
0,-1.7792325783330967,1.5932550136313832,
0,-1.7224478541597574,-1.5932550136313832,
0,-1.7224478541597574,-1.3035722838802226,
0,-1.7224478541597574,-1.013889554129062,
0,-1.7224478541597574,-0.7242068243779014,
0,-1.7224478541597574,-0.43452409462674085,
0,-1.7224478541597574,-0.14484136487558028,1.0
0,-1.7224478541597574,0.14484136487558028,1.0
0,-1.7224478541597574,0.43452409462674085,1.0
0,-1.7224478541597574,0.7242068243779014,
0,-1.7224478541597574,1.013889554129062,
0,-1.7224478541597574,1.3035722838802226,
0,-1.7224478541597574,1.5932550136313832,
0,-1.665663129986418,-1.5932550136313832,
0,-1.665663129986418,-1.3035722838802226,
0,-1.665663129986418,-1.013889554129062,
0,-1.665663129986418,-0.7242068243779014,
0,-1.665663129986418,-0.43452409462674085,1.0
0,-1.665663129986418,-0.14484136487558028,1.0
0,-1.665663129986418,0.14484136487558028,1.0
0,-1.665663129986418,0.43452409462674085,1.0
0,-1.665663129986418,0.7242068243779014,1.0
0,-1.665663129986418,1.013889554129062,
0,-1.665663129986418,1.3035722838802226,
0,-1.665663129986418,1.5932550136313832,
0,-1.6088784058130787,-1.5932550136313832,
0,-1.6088784058130787,-1.3035722838802226,
0,-1.6088784058130787,-1.013889554129062,
0,-1.6088784058130787,-0.7242068243779014,
0,-1.6088784058130787,-0.43452409462674085,
0,-1.6088784058130787,-0.14484136487558028,
0,-1.6088784058130787,0.14484136487558028,1.0
0,-1.6088784058130787,0.43452409462674085,
0,-1.6088784058130787,0.7242068243779014,
0,-1.6088784058130787,1.013889554129062,
0,-1.6088784058130787,1.3035722838802226,
0,-1.6088784058130787,1.5932550136313832,
0,-1.5520936816397395,-1.5932550136313832,
0,-1.5520936816397395,-1.3035722838802226,
0,-1.5520936816397395,-1.013889554129062,
0,-1.5520936816397395,-0.7242068243779014,
0,-1.5520936816397395,-0.43452409462674085,1.0
0,-1.5520936816397395,-0.14484136487558028,
0,-1.5520936816397395,0.14484136487558028,1.0
0,-1.5520936816397395,0.43452409462674085,
0,-1.5520936816397395,0.7242068243779014,1.0
0,-1.5520936816397395,1.013889554129062,
0,-1.5520936816397395,1.3035722838802226,
0,-1.5520936816397395,1.5932550136313832,
0,-1.4953089574664002,-1.5932550136313832,
0,-1.4953089574664002,-1.3035722838802226,
0,-1.4953089574664002,-1.013889554129062,
0,-1.4953089574664002,-0.7242068243779014,
0,-1.4953089574664002,-0.43452409462674085,
0,-1.4953089574664002,-0.14484136487558028,1.0
0,-1.4953089574664002,0.14484136487558028,1.0
0,-1.4953089574664002,0.43452409462674085,1.0
0,-1.4953089574664002,0.7242068243779014,1.0
0,-1.4953089574664002,1.013889554129062,1.0
0,-1.4953089574664002,1.3035722838802226,
0,-1.4953089574664002,1.5932550136313832,
0,-1.438524233293061,-1.5932550136313832,
0,-1.438524233293061,-1.3035722838802226,
0,-1.438524233293061,-1.013889554129062,
0,-1.438524233293061,-0.7242068243779014,
0,-1.438524233293061,-0.43452409462674085,1.0
0,-1.438524233293061,-0.14484136487558028,1.0
0,-1.438524233293061,0.14484136487558028,1.0
0,-1.438524233293061,0.43452409462674085,1.0
0,-1.438524233293061,0.7242068243779014,1.0
0,-1.438524233293061,1.013889554129062,1.0
0,-1.438524233293061,1.3035722838802226,
0,-1.438524233293061,1.5932550136313832,
0,-1.3817395091197218,-1.5932550136313832,
0,-1.3817395091197218,-1.3035722838802226,
0,-1.3817395091197218,-1.013889554129062,
0,-1.3817395091197218,-0.7242068243779014,
0,-1.3817395091197218,-0.43452409462674085,1.0
0,-1.3817395091197218,-0.14484136487558028,1.0
0,-1.3817395091197218,0.14484136487558028,
0,-1.3817395091197218,0.43452409462674085,1.0
0,-1.3817395091197218,0.7242068243779014,
0,-1.3817395091197218,1.013889554129062,
0,-1.3817395091197218,1.3035722838802226,
0,-1.3817395091197218,1.5932550136313832,
0,-1.3249547849463825,-1.5932550136313832,
0,-1.3249547849463825,-1.3035722838802226,
0,-1.3249547849463825,-1.013889554129062,
0,-1.3249547849463825,-0.7242068243779014,
0,-1.3249547849463825,-0.43452409462674085,
0,-1.3249547849463825,-0.14484136487558028,1.0
0,-1.3249547849463825,0.14484136487558028,1.0
0,-1.3249547849463825,0.43452409462674085,
0,-1.3249547849463825,0.7242068243779014,1.0
0,-1.3249547849463825,1.013889554129062,
0,-1.3249547849463825,1.3035722838802226,
0,-1.3249547849463825,1.5932550136313832,
0,-1.2681700607730433,-1.5932550136313832,
0,-1.2681700607730433,-1.3035722838802226,
0,-1.2681700607730433,-1.013889554129062,
0,-1.2681700607730433,-0.7242068243779014,
0,-1.2681700607730433,-0.43452409462674085,
0,-1.2681700607730433,-0.14484136487558028,
0,-1.2681700607730433,0.14484136487558028,1.0
0,-1.2681700607730433,0.43452409462674085,
0,-1.2681700607730433,0.7242068243779014,
0,-1.2681700607730433,1.013889554129062,1.0
0,-1.2681700607730433,1.3035722838802226,
0,-1.2681700607730433,1.5932550136313832,
0,-1.211385336599704,-1.5932550136313832,
0,-1.211385336599704,-1.3035722838802226,
0,-1.211385336599704,-1.013889554129062,
0,-1.211385336599704,-0.7242068243779014,
0,-1.211385336599704,-0.43452409462674085,
0,-1.211385336599704,-0.14484136487558028,
0,-1.211385336599704,0.14484136487558028,1.0
0,-1.211385336599704,0.43452409462674085,
0,-1.211385336599704,0.7242068243779014,
0,-1.211385336599704,1.013889554129062,
0,-1.211385336599704,1.3035722838802226,
0,-1.211385336599704,1.5932550136313832,
0,-1.1546006124263648,-1.5932550136313832,
0,-1.1546006124263648,-1.3035722838802226,
0,-1.1546006124263648,-1.013889554129062,
0,-1.1546006124263648,-0.7242068243779014,
0,-1.1546006124263648,-0.43452409462674085,
0,-1.1546006124263648,-0.14484136487558028,1.0
0,-1.1546006124263648,0.14484136487558028,
0,-1.1546006124263648,0.43452409462674085,
0,-1.1546006124263648,0.7242068243779014,
0,-1.1546006124263648,1.013889554129062,
0,-1.1546006124263648,1.3035722838802226,
0,-1.1546006124263648,1.5932550136313832,
0,-1.0978158882530256,-1.5932550136313832,
0,-1.0978158882530256,-1.3035722838802226,
0,-1.0978158882530256,-1.013889554129062,
0,-1.0978158882530256,-0.7242068243779014,
0,-1.0978158882530256,-0.43452409462674085,
0,-1.0978158882530256,-0.14484136487558028,1.0
0,-1.0978158882530256,0.14484136487558028,
0,-1.0978158882530256,0.43452409462674085,1.0
0,-1.0978158882530256,0.7242068243779014,
0,-1.0978158882530256,1.013889554129062,
